timeFrom,isWeekday,isRain,isHoliday,TotalParkings
2015-07-19,0,336,0,336
2015-07-20,810,810,0,810
2015-07-21,846,846,0,846
2015-07-22,835,835,0,835
2015-07-23,828,828,0,828
2015-07-24,830,830,0,830
2015-07-25,0,338,0,338
2015-07-26,0,333,0,333
2015-07-27,837,837,0,837
2015-07-28,827,827,0,827
2015-07-29,830,830,0,830
2015-07-30,840,840,0,840
2015-07-31,827,827,0,827
2015-08-01,0,278,0,278
2015-08-02,0,303,0,303
2015-08-03,678,678,0,678
2015-08-04,672,672,0,672
2015-08-05,620,620,0,620
2015-08-06,623,623,0,623
2015-08-07,642,642,0,642
2015-08-08,0,308,0,308
2015-08-09,0,316,0,316
2015-08-10,671,671,0,671
2015-08-11,676,676,0,676
2015-08-12,592,134,0,592
2015-08-13,695,695,0,695
2015-08-14,624,624,0,624
2015-08-15,0,304,0,304
2015-08-16,0,336,0,336
2015-08-17,654,654,0,654
2015-08-18,603,603,0,603
2015-08-19,688,688,0,688
2015-08-20,624,624,0,624
2015-08-21,641,641,0,641
2015-08-22,0,275,0,275
2015-08-23,0,315,0,315
2015-08-24,686,686,0,686
2015-08-25,680,680,0,680
2015-08-26,699,699,0,699
2015-08-27,708,708,0,708
2015-08-28,656,656,0,656
2015-08-29,0,287,0,287
2015-08-30,0,314,0,314
2015-08-31,681,681,0,681
2015-09-01,906,906,0,906
2015-09-02,937,937,0,937
2015-09-03,931,931,0,931
2015-09-04,898,898,0,898
2015-09-05,0,365,0,365
2015-09-06,0,381,0,381
2015-09-07,507,507,507,507
2015-09-08,902,902,0,902
2015-09-09,904,904,0,904
2015-09-10,899,899,0,899
2015-09-11,918,918,0,918
2015-09-12,0,175,0,346
2015-09-13,0,386,0,386
2015-09-14,932,932,0,932
2015-09-15,588,588,588,588
2015-09-16,856,856,0,856
2015-09-17,872,872,0,872
2015-09-18,903,903,0,903
2015-09-19,0,362,0,362
2015-09-20,0,338,0,338
2015-09-21,938,938,0,938
2015-09-22,903,903,0,903
2015-09-23,914,914,0,914
2015-09-24,913,913,0,913
2015-09-25,932,932,0,932
2015-09-26,0,365,0,365
2015-09-27,0,384,0,384
2015-09-28,863,863,0,863
2015-09-29,903,903,0,903
2015-09-30,898,898,0,898
2015-10-01,871,871,0,871
2015-10-02,881,881,0,881
2015-10-03,0,378,0,378
2015-10-04,0,349,0,349
2015-10-05,855,855,0,855
2015-10-06,899,899,0,899
2015-10-07,901,901,0,901
2015-10-08,909,909,0,909
2015-10-09,875,875,0,875
2015-10-10,0,339,0,339
2015-10-11,0,339,0,339
2015-10-12,416,199,416,416
2015-10-13,846,846,0,846
2015-10-14,846,846,0,846
2015-10-15,880,880,0,880
2015-10-16,889,889,0,889
2015-10-17,0,342,0,342
2015-10-18,0,356,0,356
2015-10-19,888,888,0,888
2015-10-20,850,850,0,850
2015-10-21,856,856,0,856
2015-10-22,866,866,0,866
2015-10-23,840,840,0,840
2015-10-24,0,346,0,346
2015-10-25,0,337,0,337
2015-10-26,876,876,0,876
2015-10-27,884,884,0,884
2015-10-28,493,493,493,493
2015-10-29,822,822,0,822
2015-10-30,821,821,0,821
2015-10-31,0,341,0,341
2015-11-01,0,352,0,352
2015-11-02,517,517,517,517
2015-11-03,904,904,0,904
2015-11-04,867,867,0,867
2015-11-05,875,875,0,875
2015-11-06,810,810,0,810
2015-11-07,0,355,0,355
2015-11-08,0,346,0,346
2015-11-09,932,932,0,932
2015-11-10,850,850,0,850
2015-11-11,923,923,0,923
2015-11-12,884,614,0,884
2015-11-13,806,0,0,806
2015-11-14,0,0,0,311
2015-11-15,0,0,284,284
2015-11-16,832,0,0,832
2015-11-17,756,0,0,756
2015-11-18,833,0,0,833
2015-11-19,799,0,0,799
2015-11-20,775,0,0,775
2015-11-21,0,0,0,341
2015-11-22,0,0,0,318
2015-11-23,771,0,0,771
2015-11-24,808,0,0,808
2015-11-25,810,0,0,810
2015-11-26,776,0,0,776
2015-11-27,815,0,0,815
2015-11-28,0,0,0,307
2015-11-29,0,0,0,321
2015-11-30,806,0,0,806
2015-12-01,745,0,0,745
2015-12-02,740,0,0,740
2015-12-03,788,0,0,788
2015-12-04,728,0,0,728
2015-12-05,0,0,0,331
2015-12-06,0,0,0,305
2015-12-07,691,0,0,691
2015-12-08,716,0,0,716
2015-12-09,704,0,0,704
2015-12-10,785,0,0,785
2015-12-11,736,0,0,736
2015-12-12,0,117,0,317
2015-12-13,0,224,0,323
2015-12-14,779,360,0,779
2015-12-15,783,339,0,783
2015-12-16,730,234,0,730
2015-12-17,761,233,0,761
2015-12-18,780,552,0,780
2015-12-19,0,118,0,329
2015-12-20,0,286,0,319
2015-12-21,797,515,0,797
2015-12-22,792,639,0,792
2015-12-23,825,654,0,825
2015-12-24,774,567,0,774
2015-12-25,343,119,343,343
2015-12-26,0,54,0,301
2015-12-27,0,218,0,331
2015-12-28,814,605,0,814
2015-12-29,728,0,0,728
2015-12-30,726,100,0,726
2015-12-31,779,290,0,779
2016-01-01,326,163,326,326
2016-01-02,0,177,0,299
2016-01-03,0,157,0,326
2016-01-04,623,0,0,623
2016-01-05,620,49,0,620
2016-01-06,617,199,0,617
2016-01-07,680,185,0,680
2016-01-08,598,75,0,598
2016-01-09,0,185,0,311
2016-01-10,0,187,0,335
2016-01-11,725,389,0,725
2016-01-12,639,162,0,639
2016-01-13,740,740,0,740
2016-01-14,718,718,0,718
2016-01-15,724,724,0,724
2016-01-16,0,317,0,317
2016-01-17,0,321,0,321
2016-01-18,716,716,0,716
2016-01-19,769,769,0,769
2016-01-20,729,729,0,729
2016-01-21,712,712,0,712
2016-01-22,695,695,0,695
2016-01-23,0,304,0,304
2016-01-24,0,301,0,301
2016-01-25,781,781,0,781
2016-01-26,743,743,0,743
2016-01-27,707,707,0,707
2016-01-28,731,731,0,731
2016-01-29,777,777,0,777
2016-01-30,0,305,0,305
2016-01-31,0,308,0,308
2016-02-01,809,809,0,809
2016-02-02,792,792,0,792
2016-02-03,823,823,0,823
2016-02-04,779,779,0,779
2016-02-05,834,834,0,834
2016-02-06,0,323,0,323
2016-02-07,0,323,0,323
2016-02-08,800,800,0,800
2016-02-09,792,792,0,792
2016-02-10,783,783,0,783
2016-02-11,744,744,0,744
2016-02-12,830,596,0,830
2016-02-13,0,336,0,336
2016-02-14,0,303,0,303
2016-02-15,723,723,0,723
2016-02-16,768,768,0,768
2016-02-17,818,818,0,818
2016-02-18,809,809,0,809
2016-02-19,797,797,0,797
2016-02-20,0,335,0,335
2016-02-21,0,332,0,332
2016-02-22,798,798,0,798
2016-02-23,762,762,0,762
2016-02-24,812,812,0,812
2016-02-25,734,734,0,734
2016-02-26,756,756,0,756
2016-02-27,0,301,0,301
2016-02-28,0,316,0,316
2016-02-29,799,799,0,799
2016-03-01,901,901,0,901
2016-03-02,942,942,0,942
2016-03-03,962,962,0,962
2016-03-04,968,968,0,968
2016-03-05,0,361,0,361
2016-03-06,0,382,0,382
2016-03-07,907,907,0,907
2016-03-08,938,938,0,938
2016-03-09,961,961,0,961
2016-03-10,937,937,0,937
2016-03-11,937,937,0,937
2016-03-12,0,161,0,352
2016-03-13,0,370,0,370
2016-03-14,922,922,0,922
2016-03-15,928,928,0,928
2016-03-16,947,947,0,947
2016-03-17,980,980,0,980
2016-03-18,921,921,0,921
2016-03-19,0,370,0,370
2016-03-20,0,377,0,377
2016-03-21,926,926,0,926
2016-03-22,926,926,0,926
2016-03-23,973,973,0,973
2016-03-24,906,906,0,906
2016-03-25,938,938,0,938
2016-03-26,0,359,0,359
2016-03-27,0,403,0,403
2016-03-28,912,912,0,912
2016-03-29,946,946,0,946
2016-03-30,934,934,0,934
2016-03-31,922,922,0,922
2016-04-01,909,909,0,909
2016-04-02,0,396,0,396
2016-04-03,0,371,0,371
2016-04-04,877,877,0,877
2016-04-05,869,869,0,869
2016-04-06,883,883,0,883
2016-04-07,930,930,0,930
2016-04-08,941,941,0,941
2016-04-09,0,342,0,342
2016-04-10,0,325,325,325
2016-04-11,908,908,0,908
2016-04-12,501,359,501,501
2016-04-13,823,0,0,823
2016-04-14,819,0,0,819
2016-04-15,821,0,0,821
2016-04-16,0,0,0,356
2016-04-17,0,0,0,361
2016-04-18,787,0,0,787
2016-04-19,832,0,0,832
2016-04-20,840,0,0,840
2016-04-21,467,0,467,467
2016-04-22,805,0,0,805
2016-04-23,0,0,0,348
2016-04-24,0,0,0,329
2016-04-25,832,0,0,832
2016-04-26,809,0,0,809
2016-04-27,804,0,0,804
2016-04-28,798,0,0,798
2016-04-29,865,0,0,865
2016-04-30,0,0,0,345
2016-05-01,0,0,298,298
2016-05-02,813,0,0,813
2016-05-03,904,0,0,904
2016-05-04,798,0,0,798
2016-05-05,781,0,0,781
2016-05-06,843,0,0,843
2016-05-07,0,0,0,332
2016-05-08,0,0,0,336
2016-05-09,842,0,0,842
2016-05-10,837,0,0,837
2016-05-11,836,0,0,836
2016-05-12,874,507,0,874
2016-05-13,890,890,0,890
2016-05-14,0,386,0,386
2016-05-15,0,357,0,357
2016-05-16,875,875,0,875
2016-05-17,933,933,0,933
2016-05-18,907,907,0,907
2016-05-19,883,883,0,883
2016-05-20,937,937,0,937
2016-05-21,0,366,0,366
2016-05-22,0,361,0,361
2016-05-23,908,908,0,908
2016-05-24,849,849,0,849
2016-05-25,933,933,0,933
2016-05-26,872,872,0,872
2016-05-27,905,905,0,905
2016-05-28,0,375,0,375
2016-05-29,0,365,0,365
2016-05-30,881,881,0,881
2016-05-31,888,888,0,888
2016-06-01,871,871,0,871
2016-06-02,896,896,0,896
2016-06-03,892,892,0,892
2016-06-04,0,367,0,367
2016-06-05,0,374,0,374
2016-06-06,882,882,0,882
2016-06-07,890,890,0,890
2016-06-08,900,900,0,900
2016-06-09,918,918,0,918
2016-06-10,880,880,0,880
2016-06-11,0,294,294,294
2016-06-12,0,266,0,351
2016-06-13,832,0,0,832
2016-06-14,841,0,0,841
2016-06-15,869,0,0,869
2016-06-16,890,0,0,890
2016-06-17,858,0,0,858
2016-06-18,0,0,0,306
2016-06-19,0,0,0,362
2016-06-20,871,0,0,871
2016-06-21,826,0,0,826
2016-06-22,859,0,0,859
2016-06-23,860,0,0,860
2016-06-24,849,0,0,849
2016-06-25,0,0,0,311
2016-06-26,0,0,0,326
2016-06-27,843,0,0,843
2016-06-28,840,0,0,840
2016-06-29,834,0,0,834
2016-06-30,835,0,0,835
2016-07-01,744,0,0,744
2016-07-02,0,0,0,347
2016-07-03,0,0,0,318
2016-07-04,807,0,0,807
2016-07-05,772,0,0,772
2016-07-06,765,0,0,765
2016-07-07,832,0,0,832
2016-07-08,788,0,0,788
2016-07-09,0,0,0,324
2016-07-10,0,0,0,334
2016-07-11,777,0,0,777
2016-07-12,829,602,0,829
2016-07-13,851,851,0,851
2016-07-14,866,866,0,866
2016-07-15,961,961,0,961
2016-07-16,0,370,0,370
2016-07-17,0,335,0,335
2016-07-18,809,809,0,809
2016-07-19,868,868,0,868
2016-07-20,885,885,0,885
2016-07-21,868,868,0,868
2016-07-22,837,837,0,837
2016-07-23,0,325,0,325
2016-07-24,0,343,0,343
2016-07-25,838,838,0,838
2016-07-26,872,872,0,872
2016-07-27,876,876,0,876
2016-07-28,840,840,0,840
2016-07-29,853,853,0,853
2016-07-30,0,350,0,350
2016-07-31,0,364,0,364
2016-08-01,650,650,0,650
2016-08-02,703,703,0,703
2016-08-03,702,702,0,702
2016-08-04,704,704,0,704
2016-08-05,687,687,0,687
2016-08-06,0,281,0,281
2016-08-07,0,311,0,311
2016-08-08,750,750,0,750
2016-08-09,705,705,0,705
2016-08-10,716,716,0,716
2016-08-11,725,725,0,725
2016-08-12,710,630,0,710
2016-08-13,0,0,0,306
2016-08-14,0,0,0,311
2016-08-15,574,0,0,574
2016-08-16,613,0,0,613
2016-08-17,626,0,0,626
2016-08-18,594,0,0,594
2016-08-19,592,0,0,592
2016-08-20,0,0,0,305
2016-08-21,0,0,0,297
2016-08-22,570,0,0,570
2016-08-23,588,0,0,588
2016-08-24,599,0,0,599
2016-08-25,582,0,0,582
2016-08-26,639,0,0,639
2016-08-27,0,0,0,290
2016-08-28,0,0,0,305
2016-08-29,584,0,0,584
2016-08-30,598,0,0,598
2016-08-31,596,0,0,596
2016-09-01,801,0,0,801
2016-09-02,894,0,0,894
2016-09-03,0,0,0,379
2016-09-04,0,0,0,356
2016-09-05,905,0,0,905
2016-09-06,832,0,0,832
2016-09-07,479,0,479,479
2016-09-08,879,0,0,879
2016-09-09,891,0,0,891
2016-09-10,0,0,0,332
2016-09-11,0,0,0,337
2016-09-12,926,718,0,926
2016-09-13,906,0,0,906
2016-09-14,887,0,0,887
2016-09-15,576,0,576,576
2016-09-16,845,0,0,845
2016-09-17,0,0,0,332
2016-09-18,0,0,0,335
2016-09-19,911,0,0,911
2016-09-20,849,0,0,849
2016-09-21,805,0,0,805
2016-09-22,865,0,0,865
2016-09-23,892,0,0,892
2016-09-24,0,0,0,346
2016-09-25,0,0,0,333
2016-09-26,884,0,0,884
2016-09-27,852,0,0,852
2016-09-28,933,0,0,933
2016-09-29,913,0,0,913
2016-09-30,853,0,0,853
2016-10-01,0,0,0,304
2016-10-02,0,0,0,348
2016-10-03,805,0,0,805
2016-10-04,856,0,0,856
2016-10-05,807,0,0,807
2016-10-06,851,0,0,851
2016-10-07,838,0,0,838
2016-10-08,0,0,0,335
2016-10-09,0,0,0,332
2016-10-10,786,0,0,786
2016-10-11,810,0,0,810
2016-10-12,457,292,457,457
2016-10-13,860,860,0,860
2016-10-14,873,873,0,873
2016-10-15,0,334,0,334
2016-10-16,0,375,0,375
2016-10-17,925,925,0,925
2016-10-18,878,878,0,878
2016-10-19,959,959,0,959
2016-10-20,911,911,0,911
2016-10-21,900,900,0,900
2016-10-22,0,371,0,371
2016-10-23,0,359,0,359
2016-10-24,869,869,0,869
2016-10-25,866,866,0,866
2016-10-26,896,896,0,896
2016-10-27,892,892,0,892
2016-10-28,509,509,509,509
2016-10-29,0,346,0,346
2016-10-30,0,380,0,380
2016-10-31,898,898,0,898
2016-11-01,903,903,0,903
2016-11-02,492,492,492,492
2016-11-03,905,905,0,905
2016-11-04,855,855,0,855
2016-11-05,0,371,0,371
2016-11-06,0,318,0,318
2016-11-07,903,903,0,903
2016-11-08,890,890,0,890
2016-11-09,887,887,0,887
2016-11-10,857,857,0,857
2016-11-11,860,860,0,860
2016-11-12,0,95,0,345
2016-11-13,0,366,0,366
2016-11-14,885,885,0,885
2016-11-15,505,505,505,505
2016-11-16,867,867,0,867
2016-11-17,846,846,0,846
2016-11-18,898,898,0,898
2016-11-19,0,373,0,373
2016-11-20,0,368,0,368
2016-11-21,935,935,0,935
2016-11-22,872,872,0,872
2016-11-23,858,858,0,858
2016-11-24,848,848,0,848
2016-11-25,910,910,0,910
2016-11-26,0,328,0,328
2016-11-27,0,364,0,364
2016-11-28,879,879,0,879
2016-11-29,910,910,0,910
2016-11-30,848,848,0,848
2016-12-01,911,911,0,911
2016-12-02,794,794,0,794
2016-12-03,0,360,0,360
2016-12-04,0,370,0,370
2016-12-05,805,805,0,805
2016-12-06,852,852,0,852
2016-12-07,844,844,0,844
2016-12-08,854,854,0,854
2016-12-09,810,810,0,810
2016-12-10,0,334,0,334
2016-12-11,0,351,0,351
2016-12-12,780,85,0,780
2016-12-13,755,23,0,755
2016-12-14,782,134,0,782
2016-12-15,760,0,0,760
2016-12-16,720,0,0,720
2016-12-17,0,235,0,321
2016-12-18,0,161,0,320
2016-12-19,818,528,0,818
2016-12-20,745,390,0,745
2016-12-21,790,58,0,790
2016-12-22,772,170,0,772
2016-12-23,831,342,0,831
2016-12-24,0,178,0,336
2016-12-25,0,114,306,306
2016-12-26,751,212,0,751
2016-12-27,807,422,0,807
2016-12-28,798,124,0,798
2016-12-29,766,360,0,766
2016-12-30,801,203,0,801
2016-12-31,0,302,0,332
2017-01-01,0,60,318,318
2017-01-02,675,52,0,675
2017-01-03,721,298,0,721
2017-01-04,670,285,0,670
2017-01-05,727,522,0,727
2017-01-06,719,480,0,719
2017-01-07,0,56,0,316
2017-01-08,0,0,0,319
2017-01-09,677,0,0,677
2017-01-10,673,221,0,673
2017-01-11,654,0,0,654
2017-01-12,708,0,0,708
2017-01-13,680,0,0,680
2017-01-14,0,0,0,296
2017-01-15,0,0,0,302
2017-01-16,700,0,0,700
2017-01-17,701,0,0,701
2017-01-18,702,0,0,702
2017-01-19,674,0,0,674
2017-01-20,703,0,0,703
2017-01-21,0,0,0,325
2017-01-22,0,0,0,326
2017-01-23,732,0,0,732
2017-01-24,672,0,0,672
2017-01-25,684,0,0,684
2017-01-26,678,0,0,678
2017-01-27,695,0,0,695
2017-01-28,0,0,0,321
2017-01-29,0,0,0,315
2017-01-30,679,0,0,679
2017-01-31,659,0,0,659
2017-02-01,717,0,0,717
2017-02-02,743,0,0,743
2017-02-03,736,0,0,736
2017-02-04,0,0,0,318
2017-02-05,0,0,0,326
2017-02-06,730,0,0,730
2017-02-07,755,0,0,755
2017-02-08,751,0,0,751
2017-02-09,734,0,0,734
2017-02-10,686,60,0,686
2017-02-11,0,0,0,296
2017-02-12,0,0,0,319
2017-02-13,738,0,0,738
2017-02-14,756,0,0,756
2017-02-15,706,0,0,706
2017-02-16,714,0,0,714
2017-02-17,700,0,0,700
2017-02-18,0,0,0,299
2017-02-19,0,0,0,316
2017-02-20,687,0,0,687
2017-02-21,671,0,0,671
2017-02-22,761,0,0,761
2017-02-23,713,0,0,713
2017-02-24,721,0,0,721
2017-02-25,0,0,0,326
2017-02-26,0,0,0,328
2017-02-27,721,0,0,721
2017-02-28,758,0,0,758
2017-03-01,870,0,0,870
2017-03-02,900,0,0,900
2017-03-03,875,0,0,875
2017-03-04,0,0,0,371
2017-03-05,0,0,0,374
2017-03-06,838,0,0,838
2017-03-07,877,0,0,877
2017-03-08,920,0,0,920
2017-03-09,867,0,0,867
2017-03-10,919,0,0,919
2017-03-11,0,0,0,338
2017-03-12,0,0,0,345
2017-03-13,882,0,0,882
2017-03-14,854,0,0,854
2017-03-15,864,0,0,864
2017-03-16,885,0,0,885
2017-03-17,892,0,0,892
2017-03-18,0,0,0,345
2017-03-19,0,0,0,362
2017-03-20,905,0,0,905
2017-03-21,887,0,0,887
2017-03-22,880,0,0,880
2017-03-23,899,0,0,899
2017-03-24,831,0,0,831
2017-03-25,0,0,0,359
2017-03-26,0,0,0,378
2017-03-27,902,0,0,902
2017-03-28,841,0,0,841
2017-03-29,886,0,0,886
2017-03-30,864,0,0,864
2017-03-31,840,0,0,840
2017-04-01,0,0,0,336
2017-04-02,0,0,0,365
2017-04-03,849,0,0,849
2017-04-04,848,0,0,848
2017-04-05,875,0,0,875
2017-04-06,860,0,0,860
2017-04-07,815,0,0,815
2017-04-08,0,0,0,339
2017-04-09,0,0,0,343
2017-04-10,412,65,412,412
2017-04-11,814,0,0,814
2017-04-12,457,0,457,457
2017-04-13,855,0,0,855
2017-04-14,843,0,0,843
2017-04-15,0,0,0,343
2017-04-16,0,0,0,327
2017-04-17,845,0,0,845
2017-04-18,825,0,0,825
2017-04-19,815,0,0,815
2017-04-20,835,0,0,835
2017-04-21,476,0,476,476
2017-04-22,0,0,0,350
2017-04-23,0,0,0,337
2017-04-24,849,0,0,849
2017-04-25,926,0,0,926
2017-04-26,861,0,0,861
2017-04-27,821,0,0,821
2017-04-28,814,0,0,814
2017-04-29,0,0,0,327
2017-04-30,0,0,0,365
2017-05-01,431,0,431,431
2017-05-02,800,0,0,800
2017-05-03,838,0,0,838
2017-05-04,844,0,0,844
2017-05-05,843,0,0,843
2017-05-06,0,0,0,310
2017-05-07,0,0,0,339
2017-05-08,837,0,0,837
2017-05-09,849,0,0,849
2017-05-10,856,254,0,856
2017-05-11,790,0,0,790
2017-05-12,831,0,0,831
2017-05-13,0,0,0,349
2017-05-14,0,0,0,353
2017-05-15,832,0,0,832
2017-05-16,915,0,0,915
2017-05-17,794,0,0,794
2017-05-18,931,0,0,931
2017-05-19,834,0,0,834
2017-05-20,0,0,0,340
2017-05-21,0,0,0,335
2017-05-22,867,0,0,867
2017-05-23,873,0,0,873
2017-05-24,815,0,0,815
2017-05-25,847,0,0,847
2017-05-26,849,0,0,849
2017-05-27,0,0,0,352
2017-05-28,0,0,0,377
2017-05-29,823,0,0,823
2017-05-30,826,0,0,826
2017-05-31,837,0,0,837
2017-06-01,855,0,0,855
2017-06-02,878,0,0,878
2017-06-03,0,0,0,345
2017-06-04,0,0,0,325
2017-06-05,863,0,0,863
2017-06-06,859,0,0,859
2017-06-07,868,0,0,868
2017-06-08,835,0,0,835
2017-06-09,811,0,0,811
2017-06-10,0,63,0,347
2017-06-11,0,313,313,313
2017-06-12,861,861,0,861
2017-06-13,917,917,0,917
2017-06-14,899,899,0,899
2017-06-15,890,890,0,890
2017-06-16,939,939,0,939
2017-06-17,0,364,0,364
2017-06-18,0,388,0,388
2017-06-19,891,891,0,891
2017-06-20,927,927,0,927
2017-06-21,877,877,0,877
2017-06-22,896,896,0,896
2017-06-23,866,866,0,866
2017-06-24,0,350,0,350
2017-06-25,0,388,0,388
2017-06-26,957,957,0,957
2017-06-27,931,931,0,931
2017-06-28,937,937,0,937
2017-06-29,948,948,0,948
2017-06-30,927,927,0,927
2017-07-01,0,371,0,371
2017-07-02,0,333,0,333
2017-07-03,887,887,0,887
2017-07-04,917,917,0,917
2017-07-05,856,856,0,856
2017-07-06,957,957,0,957
2017-07-07,902,902,0,902
2017-07-08,0,339,0,339
2017-07-09,0,357,0,357
2017-07-10,841,166,0,841
2017-07-11,873,873,0,873
2017-07-12,896,896,0,896
2017-07-13,853,853,0,853
2017-07-14,886,886,0,886
2017-07-15,0,349,0,349
2017-07-16,0,353,0,353
2017-07-17,880,880,0,880
2017-07-18,874,874,0,874
2017-07-19,864,864,0,864
2017-07-20,850,850,0,850
2017-07-21,854,854,0,854
2017-07-22,0,361,0,361
2017-07-23,0,342,0,342
2017-07-24,872,872,0,872
2017-07-25,903,903,0,903
2017-07-26,891,891,0,891
2017-07-27,896,896,0,896
2017-07-28,915,915,0,915
2017-07-29,0,359,0,359
2017-07-30,0,357,0,357
2017-07-31,844,844,0,844
2017-08-01,721,721,0,721
2017-08-02,703,703,0,703
2017-08-03,700,700,0,700
2017-08-04,748,748,0,748
2017-08-05,0,319,0,319
2017-08-06,0,335,0,335
2017-08-07,748,748,0,748
2017-08-08,692,692,0,692
2017-08-09,708,708,0,708
2017-08-10,677,38,0,677
2017-08-11,661,0,0,661
2017-08-12,0,0,0,305
2017-08-13,0,0,0,294
2017-08-14,618,0,0,618
2017-08-15,624,0,0,624
2017-08-16,662,0,0,662
2017-08-17,662,0,0,662
2017-08-18,680,0,0,680
2017-08-19,0,0,0,303
2017-08-20,0,0,0,301
2017-08-21,608,0,0,608
2017-08-22,588,0,0,588
2017-08-23,609,0,0,609
2017-08-24,614,0,0,614
2017-08-25,672,0,0,672
2017-08-26,0,0,0,311
2017-08-27,0,0,0,292
2017-08-28,625,0,0,625
2017-08-29,631,0,0,631
2017-08-30,624,0,0,624
2017-08-31,643,0,0,643
2017-09-01,835,0,0,835
2017-09-02,0,0,0,378
2017-09-03,0,0,0,363
2017-09-04,832,0,0,832
2017-09-05,877,0,0,877
2017-09-06,889,0,0,889
2017-09-07,473,0,473,473
2017-09-08,866,0,0,866
2017-09-09,0,0,0,359
2017-09-10,0,65,0,352
2017-09-11,888,0,0,888
2017-09-12,896,0,0,896
2017-09-13,836,0,0,836
2017-09-14,910,0,0,910
2017-09-15,606,0,606,606
2017-09-16,0,0,0,366
2017-09-17,0,0,0,360
2017-09-18,919,0,0,919
2017-09-19,886,0,0,886
2017-09-20,892,0,0,892
2017-09-21,881,0,0,881
2017-09-22,893,0,0,893
2017-09-23,0,0,0,314
2017-09-24,0,0,0,328
2017-09-25,898,0,0,898
2017-09-26,852,0,0,852
2017-09-27,897,0,0,897
2017-09-28,908,0,0,908
2017-09-29,941,0,0,941
2017-09-30,0,0,0,366
2017-10-01,0,0,0,368
2017-10-02,879,0,0,879
2017-10-03,872,0,0,872
2017-10-04,879,0,0,879
2017-10-05,843,0,0,843
2017-10-06,887,0,0,887
2017-10-07,0,0,0,332
2017-10-08,0,0,0,336
2017-10-09,814,0,0,814
2017-10-10,859,206,0,859
2017-10-11,961,961,0,961
2017-10-12,537,537,537,537
2017-10-13,938,620,0,938
2017-10-14,0,70,0,357
2017-10-15,0,17,0,368
2017-10-16,882,399,0,882
2017-10-17,856,398,0,856
2017-10-18,837,137,0,837
2017-10-19,890,697,0,890
2017-10-20,848,224,0,848
2017-10-21,0,222,0,372
2017-10-22,0,164,0,337
2017-10-23,841,179,0,841
2017-10-24,839,324,0,839
2017-10-25,915,358,0,915
2017-10-26,816,166,0,816
2017-10-27,855,183,0,855
2017-10-28,0,0,316,316
2017-10-29,0,0,0,361
2017-10-30,845,0,0,845
2017-10-31,850,0,0,850
2017-11-01,841,0,0,841
2017-11-02,442,0,442,442
2017-11-03,854,0,0,854
2017-11-04,0,0,0,367
2017-11-05,0,0,0,337
2017-11-06,872,0,0,872
2017-11-07,855,0,0,855
2017-11-08,834,0,0,834
2017-11-09,889,0,0,889
2017-11-10,824,0,0,824
2017-11-11,0,0,0,305
2017-11-12,0,0,0,325
2017-11-13,803,0,0,803
2017-11-14,841,0,0,841
2017-11-15,459,0,459,459
2017-11-16,853,0,0,853
2017-11-17,877,0,0,877
2017-11-18,0,0,0,339
2017-11-19,0,0,0,329
2017-11-20,815,0,0,815
2017-11-21,831,0,0,831
2017-11-22,884,0,0,884
2017-11-23,886,0,0,886
2017-11-24,814,0,0,814
2017-11-25,0,0,0,370
2017-11-26,0,0,0,346
2017-11-27,811,0,0,811
2017-11-28,863,0,0,863
2017-11-29,860,0,0,860
2017-11-30,847,0,0,847
2017-12-01,810,0,0,810
2017-12-02,0,0,0,298
2017-12-03,0,0,0,329
2017-12-04,785,0,0,785
2017-12-05,831,0,0,831
2017-12-06,759,0,0,759
2017-12-07,766,0,0,766
2017-12-08,808,0,0,808
2017-12-09,0,0,0,334
2017-12-10,0,0,0,326
2017-12-11,789,0,0,789
2017-12-12,786,0,0,786
2017-12-13,749,0,0,749
2017-12-14,750,0,0,750
2017-12-15,752,0,0,752
2017-12-16,0,0,0,333
2017-12-17,0,0,0,336
2017-12-18,828,0,0,828
2017-12-19,746,0,0,746
2017-12-20,752,0,0,752
2017-12-21,797,0,0,797
2017-12-22,748,0,0,748
2017-12-23,0,0,0,306
2017-12-24,0,0,0,326
2017-12-25,320,0,320,320
2017-12-26,765,0,0,765
2017-12-27,832,0,0,832
2017-12-28,749,0,0,749
2017-12-29,788,0,0,788
2017-12-30,0,0,0,305
2017-12-31,0,0,0,335
